,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
IPDPS,0.7550140526290862,0.3862723774580602,"[(1.0, 25), (0.10012407835357862, 12), (0.10012407835357873, 5), (0.10012407835405457, 4), (0.10012407835358528, 3), (0.10012407835358361, 3), (1.1636136498793803e-09, 3), (0.27882976361712974, 2), (3.576028362317629e-13, 2), (1.3633844053728694e-09, 2), (0.10012407835358372, 2), (1.1636132057901705e-09, 2), (0.10012407835358517, 2), (1.163620755306738e-09, 2), (0.10012407835357906, 2), (0.10012407730683359, 1), (0.1001240783540136, 1), (1.1631251517485452e-09, 1), (0.10012407730672412, 1), (1.4910536139112196e-09, 1), (1.491053946978127e-09, 1), (0.10012407835403803, 1), (0.10012407863194128, 1), (0.10012407864320072, 1), (1.3599700254829372e-09, 1), (1.6062331464894442e-09, 1), (0.10012407730672457, 1), (1.1632044216725035e-09, 1), (0.10012407835321413, 1), (0.10012407835347903, 1), (0.10012407835405468, 1), (0.10012407835393633, 1), (1.163962370931415e-09, 1), (1.1237552000054052e-09, 1), (1.163968810224958e-09, 1), (1.1636109853441212e-09, 1), (0.0, 1), (0.1001240773067209, 1), (0.10012407835405812, 1), (0.10012407835357506, 1), (1.4887657773243745e-09, 1), (0.10012407835406278, 1), (1.1641048125454745e-09, 1), (0.10012407835320969, 1), (0.10012407863203132, 1), (3.581579477440755e-13, 1), (1.163615981347732e-09, 1), (0.10012407835358184, 1), (1.3599451564871856e-09, 1), (0.10012407863203188, 1), (0.10012407866109185, 1), (0.10012407874495532, 1), (1.1639955665998514e-09, 1), (1.163207641319275e-09, 1), (0.10012407864320061, 1), (1.471243904482833e-09, 1), (0.1985892519223681, 1), (1.1636264174441635e-09, 1), (0.10012407835358594, 1), (1.1637232288919108e-09, 1), (1.1636119845448434e-09, 1), (0.10012407866784478, 1), (0.10012407835405823, 1), (0.10012407835392845, 1), (0.1001240785247095, 1), (1.4731024178260554e-09, 1), (0.10012407835350223, 1), (0.10012407730679307, 1), (0.10012407866643624, 1), (0.1001240783535775, 1), (0.1001240783535855, 1), (1.4440544315874604e-09, 1), (0.10012407853027683, 1), (0.10012407853027516, 1), (0.10012407853350791, 1), (1.1615236550355235e-09, 1), (1.4910276346924434e-09, 1), (1.5986132417822319e-09, 1), (1.1602375726837977e-09, 1), (0.1001240785302765, 1), (0.10012407730673556, 1), (0.10012407835401271, 1), (0.1001240785302766, 1), (0.100124078431301, 1), (0.10012407835290438, 1), (1.1636311914031694e-09, 1), (0.10012407835246018, 1), (0.10012407874495655, 1), (1.491054169022732e-09, 1), (0.10012407863153838, 1), (0.10012407863191208, 1), (0.10012407835399384, 1), (0.10012407730679251, 1), (0.10012407838272819, 1), (0.10012407835321913, 1), (0.10012407835358506, 1), (1.4855163765759016e-09, 1)]",Polyprenyl Metabolism,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),,['Rv3382c'],h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
HIPB,0.7524903024291405,0.38706537909031324,"[(0.0, 140), (0.2983592488774556, 6), (0.45288481529512303, 3), (2.220446049250313e-16, 2), (1.0, 1), (0.1438336824597879, 1)]",Cholesterol degradation,HIPB,,[],h_c + hipcoa_c + nadh_c --> 5ohhipcoa_c + nad_c
FADD3,0.7524903024291405,0.38706537909031324,"[(0.0, 142), (0.2983592488774556, 6), (0.45288481529512303, 3), (1.0, 1), (0.1438336824597879, 1)]",Cholesterol degradation,MNXR22341,,"['Rv3552', 'Rv3561', 'Rv3551']",atp_c + coa_c + 3.0 h_c + hip_c --> amp_c + hipcoa_c + ppi_c
MBTA1,0.7438685255780553,0.3897921634130178,"[(0.10932596338726996, 141), (0.10931831821500515, 5), (0.10923422132009186, 1), (1.0, 1), (0.11848487976055311, 1), (0.10933360855953478, 1), (0.0764670129929702, 1), (0.10823843763259589, 1), (0.0, 1)]",Mycobactin biosynthesis,MBTA1,,"['Rv2383c', 'Rv2379c', 'Rv2381c', 'Rv2384', 'Rv2377c', 'Rv2382c', 'Rv2380c']",acac_c + h_c + n6hlys_c + n6hlysmal_c + nadh_c + salc_c + thr__L_c --> 6.0 h2o_c + mcbtt_c + nad_c
PYRt2r,0.7434359386216184,0.38992970278565364,"[(0.049226010314682433, 136), (0.046431041419065844, 1), (0.05841948482148984, 1), (0.061491610386857576, 1), (0.047122125025867545, 1), (0.04277845026762883, 1), (2.220446049250313e-16, 1), (0.04850438680351443, 1), (0.06114850612641076, 1), (0.05303655067806157, 1), (0.05275521536324623, 1), (0.02063949066253956, 1), (0.025819883567730906, 1), (0.12034315080370517, 1), (1.0, 1), (0.17434215700096323, 1), (0.03995125758988116, 1), (0.1291651868547744, 1)]",Transport,,,['Rv1902c'],h_e + pyr_e <=> h_c + pyr_c
EX_cit,0.7342383239096876,0.39287067085446503,"[(1.0, 123), (0.7160278555720223, 1), (0.8708681859061529, 1), (0.9303342929455307, 1), (0.9307549275395981, 1), (0.7491519517827483, 1), (0.920092549628786, 1), (0.0, 1), (0.8968417033561742, 1), (0.8902003023863378, 1), (0.8743358617606132, 1), (0.9200925496229067, 1), (0.729264938104202, 1), (0.7556492439847717, 1), (0.9132444897702505, 1), (0.942924215440976, 1), (0.8914760165782338, 1), (0.8790646308124148, 1), (0.8895440855458061, 1), (0.8877985628109548, 1), (0.7449713695815141, 1), (0.9142340127088522, 1), (0.869457886716241, 1), (0.8877985628110763, 1), (0.8790646308087049, 1), (0.9113174614258952, 1), (0.916279169467713, 1), (0.9200925496211305, 1), (0.8902454837133922, 1), (0.884923167725169, 1), (0.7372823920841511, 1)]",Exchange,,,[],cit_e <=> 
CITabc,0.7342383239076725,0.39287067085511274,"[(2.2681856393091948e-13, 70), (2.2637447472106942e-13, 19), (2.2715163083830703e-13, 11), (2.248201624865942e-13, 3), (2.2437607327674414e-13, 3), (2.278177646530821e-13, 3), (2.2515322939398175e-13, 2), (0.2839721444281401, 1), (0.1291318140940445, 1), (0.06966570705468, 1), (2.275957200481571e-13, 1), (3.027578188152802e-13, 1), (2.2881696537524476e-13, 1), (2.8277380437202737e-13, 1), (0.06924507246061318, 1), (0.2508480482174217, 1), (2.2537527399890678e-13, 1), (0.07990745037142277, 1), (1.0, 1), (0.10315829664402809, 1), (0.10979969761386399, 1), (0.1256641382395851, 1), (0.07990745037730196, 1), (0.2707350618959633, 1), (0.24435075601539813, 1), (5.243583345304614e-13, 1), (2.1938006966593093e-13, 1), (0.08675551022995664, 1), (0.05707578455923756, 1), (0.10852398342196823, 1), (0.12093536918778458, 1), (0.11045591445439551, 1), (2.2593038551121936e-13, 1), (0.11220143718924636, 1), (0.2550286304186552, 1), (2.3381296898605797e-13, 1), (0.0857659872913552, 1), (2.220446049250313e-16, 1), (0.13054211328395615, 1), (0.1122014371891249, 1), (0.1209353691914945, 1), (0.08868253857431119, 1), (2.724487302430134e-13, 1), (0.08372083053249457, 1), (0.07990745037907798, 1), (0.10975451628680966, 1), (2.2803980925800715e-13, 1), (0.11507683227503174, 1), (0.26271760791601584, 1)]",Transport,citrate transport via ABC system,,[],atp_c + cit_e + h2o_c --> adp_c + cit_c + h_c + pi_c
ARGt5r,0.6951474618856404,0.405735995911653,"[(0.9100184934012936, 143), (1.0, 1), (0.6960477401682645, 1), (0.9134585092306723, 1), (0.8983078482546231, 1), (0.9094939794195969, 1), (0.0, 1), (0.920569017528384, 1), (0.910178168802916, 1), (0.9105831024070423, 1), (0.8496656706980734, 1)]",Transport,ARGt5r,,['Rv2320c'],arg__L_e <=> arg__L_c
TRDR,0.6916528318134787,0.4069159923760065,"[(0.9996645369661984, 2), (0.9996645369661858, 2), (0.9996645369661968, 2), (0.9996645369669932, 2), (0.9996645369666292, 2), (0.9996645369642748, 1), (0.999664536966199, 1), (0.999664536966359, 1), (0.9996645369666265, 1), (0.9996645369643917, 1), (0.9996645369666235, 1), (0.9996645369669003, 1), (0.9996645369668996, 1), (0.9996645369662694, 1), (0.9996645369664668, 1), (0.9996645369669911, 1), (0.9996645369669026, 1), (0.9996645369665237, 1), (0.9996645369662012, 1), (0.9996645369673582, 1), (0.9999999999998789, 1), (0.9996645369642192, 1), (0.999664536966463, 1), (0.999664536966467, 1), (0.9996645369663584, 1), (0.9996645369661884, 1), (0.9996645369666304, 1), (0.999664536964381, 1), (0.9996645369663596, 1), (0.9996645369656619, 1), (-2.220446049250313e-16, 1), (0.4122510568308465, 1), (0.9996645369664627, 1), (1.0, 1), (0.9996645369661976, 1), (0.4244403026256379, 1), (0.9996645369643912, 1), (0.9996645369644993, 1), (0.9996645369664662, 1), (0.9996645369664785, 1), (0.999664536966188, 1), (0.9996645369660845, 1), (0.999664536966182, 1), (0.9996645369643948, 1), (0.9996645369596595, 1), (0.6878316859957505, 1), (0.9996645369664613, 1), (0.9996645369663597, 1), (0.9996645369665241, 1), (0.9996645369663472, 1), (0.9996645369664647, 1), (0.4130234624395811, 1), (0.9996645369664653, 1), (0.9996645369664661, 1), (0.6032718685641516, 1), (0.9996645369669938, 1), (0.9996645369637166, 1), (0.999664536965597, 1), (0.9996645369663476, 1), (0.9996645369664663, 1), (0.3930172682862424, 1), (0.9996645369663588, 1), (0.9996645369663595, 1), (0.39444541413368506, 1), (0.9996645369666302, 1), (0.9996645369661861, 1), (0.9996645369664665, 1), (0.9996645369665225, 1), (0.9996645369678926, 1), (0.9996645369670922, 1), (0.4122510568312103, 1), (0.9996645369673693, 1), (0.9996645369662001, 1), (0.5373807059990043, 1), (0.9996645369668993, 1), (0.4217166341524804, 1), (0.9996645369665214, 1), (0.9996645369666017, 1), (0.6869249369553698, 1), (0.9999999999993702, 1), (0.9996645369663087, 1), (0.9996645369664471, 1), (0.9996645369664602, 1), (0.9996645369663749, 1), (0.9996645369669327, 1), (0.8163405990995503, 1), (0.9996645369661847, 1), (0.999664536967749, 1), (0.43003438623702517, 1), (0.41094594937096474, 1), (0.9996645369664643, 1), (0.9996645369661973, 1), (0.9996645369642337, 1), (0.999664536965971, 1), (0.9996645369670947, 1), (0.9996645369661846, 1), (0.4108005976918485, 1), (0.999664536966461, 1), (0.999664536966198, 1), (0.9996645369666233, 1), (0.9996645369667375, 1), (0.527836359879591, 1), (0.5567563945540939, 1), (0.9996645369665219, 1), (0.4157491165897401, 1), (0.999664536965462, 1), (0.9996645369665218, 1), (0.999664536966343, 1), (0.9996645369669014, 1), (0.9996645369673728, 1), (0.9996645369661822, 1), (0.9996645369665206, 1), (0.9996645369643906, 1), (0.393374705908364, 1), (0.9996645369662007, 1), (0.999664536966523, 1), (0.9996645369661997, 1), (0.9996645369663449, 1), (0.999664536966502, 1), (0.999664536966201, 1), (0.9996645369661983, 1), (0.9996645369648975, 1), (0.9996645369662321, 1), (0.9996645369663609, 1), (0.9996645369673756, 1), (0.9996645369669016, 1), (0.33715384578976315, 1), (0.3907944034881655, 1), (0.9996645369665068, 1), (0.999664536966465, 1), (0.9996645369669936, 1), (0.4312524477998939, 1), (0.5659092819146287, 1), (0.999664536966504, 1), (0.9996645369663495, 1), (0.9996645369661857, 1), (0.9996645369664656, 1), (0.9996645369649375, 1), (0.9996645369645413, 1), (0.4062603168759883, 1), (0.9996645369661835, 1), (0.9996645369662405, 1), (0.9996645369664584, 1), (0.9996645369666293, 1), (0.9996645369740957, 1), (0.9996645369663483, 1), (0.9996645369662253, 1), (0.9996645369669005, 1)]",Purine and Pyrimidine Biosynthesis,thioredoxin reductase (NADPH),,['Rv3913'],h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
KGD2,0.679298212735764,0.41112845196890924,"[(0.558312780587898, 4), (0.00011377897528197511, 4), (0.00011377897527564684, 3), (0.00011377897519360136, 3), (0.00011377897527597991, 2), (0.00011377897514119883, 2), (0.00011377897527675707, 2), (0.00011377897527475866, 2), (0.0001137789750563778, 2), (0.00011377897513975554, 2), (0.00011377897592079744, 1), (0.00011377897519315727, 1), (0.9883448816211512, 1), (0.00011377897586162256, 1), (0.00011377897505904233, 1), (0.8786302955190377, 1), (0.8802591503591675, 1), (0.2895985209239573, 1), (0.00011377897513908941, 1), (0.33041721825055814, 1), (0.8345663275086944, 1), (0.8321982131848126, 1), (0.0001137789752744256, 1), (0.7928895177770705, 1), (6.23945339839338e-14, 1), (0.14414563566852678, 1), (0.9887675850563619, 1), (0.9776989535690571, 1), (0.00011377897519437852, 1), (0.00011377897528119796, 1), (0.0001137789750559337, 1), (0.00011377897586717367, 1), (0.00011377897519460056, 1), (0.4312273112458451, 1), (0.9539281975574279, 1), (0.0, 1), (0.9509907510403779, 1), (0.00011377897586317687, 1), (0.00011377897580677754, 1), (0.00011377897513997759, 1), (0.00011377897528075387, 1), (0.00011377897528419556, 1), (0.9892920490970639, 1), (0.8343142428317684, 1), (0.8605701110852633, 1), (0.620324381000162, 1), (0.8492308273074741, 1), (0.00011377897520004066, 1), (0.00011377897514019963, 1), (0.957618928193292, 1), (1.0, 1), (0.00011377897514042168, 1), (0.8657399519864415, 1), (0.3313479876968941, 1), (0.8393472404377704, 1), (0.00011377897559161632, 1), (0.9913268772943943, 1), (0.00011377897514164292, 1), (0.9654302944764804, 1), (0.9686998053710317, 1), (0.00011377897505560064, 1), (0.00011377897513920043, 1), (0.8211625732641934, 1), (0.33622228981372493, 1), (0.14426030833461856, 1), (0.9539281975575095, 1), (0.3412580161742841, 1), (0.9907241920880396, 1), (0.8493557452618652, 1), (0.28452889400915726, 1), (0.946316825949677, 1), (0.28644629261895616, 1), (0.33622228981842717, 1), (0.8613522043044712, 1), (0.13991224539349612, 1), (0.00011377897521480662, 1), (0.00011377897513842328, 1), (0.00011377897514242008, 1), (0.00011377897518438651, 1), (0.022746094326220767, 1), (0.03043754259497322, 1), (0.00011377897528275227, 1), (0.8836154038766304, 1), (0.9469847430123475, 1), (0.8019934535523244, 1), (0.9590418887630109, 1), (0.00011377897514108781, 1), (0.00011377897527620195, 1), (0.0001137789759340091, 1), (0.33534352022661684, 1), (0.3255306503882103, 1), (0.9584868399313873, 1), (0.2401850577482405, 1), (0.9884726462893803, 1), (0.28598914016304844, 1), (0.9583632564226661, 1), (0.9470715653040307, 1), (0.2829172621241911, 1), (0.9571665046607405, 1), (0.2861144658151866, 1), (0.03129421614369865, 1), (0.670949521890917, 1), (0.8894757304290025, 1), (0.33753238520311124, 1), (0.9953679087873819, 1), (0.286478881749346, 1), (0.00011377897586262176, 1), (0.9652907338898914, 1), (0.28611446581397937, 1), (0.00011377897527398151, 1), (0.00011377897520092883, 1), (0.7206221934150189, 1), (0.00011377897527464764, 1), (0.8393472404386224, 1), (0.00011377897525954861, 1), (0.2859891401636676, 1), (0.33726931422318085, 1), (0.8364589846905386, 1), (0.945216439556286, 1), (0.9662982062341572, 1), (0.3353366896493184, 1), (0.00011377897511877233, 1), (0.3362222898171352, 1), (0.8581862063999197, 1), (0.00011377897511999358, 1), (0.00011377897519881941, 1), (0.28446878340420123, 1), (0.00011377897578535023, 1), (0.9883448816210169, 1), (0.28467904477775485, 1), (0.00011377897529762926, 1), (0.23054239888867833, 1), (0.000113778975276424, 1), (0.8393472404373242, 1), (0.00011377897519837532, 1), (0.0001137789752619911, 1), (0.8838076529126785, 1)]",Citric Acid Cycle,MNXR84838,['Rv2454c'],"['Rv2455c', 'Rv1248c', 'Rv2454c']",co2_c + 2.0 fdxrd_c + h_c + succoa_c <=> akg_c + coa_c + 2.0 fdxox_c
DESAT16,0.6474466766424171,0.42229211353196006,"[(1.0, 58), (0.9737819592867765, 40), (0.9636580211026918, 11), (0.9636580211026915, 3), (0.9737819592867448, 3), (0.9737819592867767, 2), (0.9636580211026944, 1), (0.9636580211026895, 1), (0.9737819592867791, 1), (0.5455452728191972, 1), (0.5491203061951285, 1), (0.5491202940313336, 1), (0.9636580211026926, 1), (0.0, 1), (0.5496121808391272, 1), (0.6789291717669848, 1), (0.9737819592867762, 1), (0.5478777881123438, 1), (0.963658021102692, 1), (0.5855796401536899, 1), (0.9636580211026602, 1), (0.6237523322328475, 1), (0.6737631362977268, 1), (0.746656643299476, 1), (0.5522153837028552, 1), (0.9636580211027294, 1), (0.5522153837028033, 1), (0.5473253925973842, 1), (0.9737819592868644, 1), (0.9737819592867764, 1), (0.9737819592867766, 1), (0.9737819592867761, 1), (0.9636580211026929, 1), (0.9636580211026913, 1), (0.9636580211026924, 1), (0.33458441093339186, 1), (0.566079096684505, 1), (0.30945873012325553, 1), (0.35825777999605823, 1), (0.5573014764519242, 1), (0.9636580211026923, 1), (0.29941585342506916, 1)]",Fatty Acid Metabolism,Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,,['Rv3229c'],h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c
FACOAL160,0.6473849541445222,0.42231418492840367,"[(0.9737819592853206, 9), (0.9999999999983782, 8), (0.9737819592853205, 8), (0.9999999999985104, 6), (0.9737819592851737, 6), (0.9999999999982314, 6), (0.9737819592852324, 5), (0.9999999999983636, 5), (0.999999999998546, 5), (0.9737819592849658, 3), (0.9737819592853563, 3), (0.9636580211011168, 3), (0.9737819592851739, 3), (0.9999999999983105, 3), (0.9999999999982313, 2), (0.9999999999984222, 2), (0.9636580211009701, 2), (0.9636580211011164, 2), (0.9999999999985103, 2), (0.9999999999984345, 2), (0.9737819592850809, 2), (0.9737819592850748, 1), (0.9636580211011193, 1), (0.9636580211011707, 1), (0.9737819592853589, 1), (0.9999999999983106, 1), (0.5455807837027322, 1), (0.9737819592851126, 1), (0.9999999999983781, 1), (0.5491203061942197, 1), (0.5491202940300698, 1), (0.9999999999987786, 1), (0.9999999999983769, 1), (0.973817470169651, 1), (0.9737819592853207, 1), (0.9737819592853574, 1), (0.9636580211009088, 1), (0.9636580211011176, 1), (0.0, 1), (0.5496121808382176, 1), (0.9999999999981556, 1), (0.9999999999984124, 1), (0.6789291717657765, 1), (0.5478777881112897, 1), (0.963658021101117, 1), (0.9737819592850808, 1), (0.5855796401527338, 1), (0.963658021101173, 1), (0.9999999999980234, 1), (0.9636580211011412, 1), (0.9636580211009385, 1), (0.6237523322315635, 1), (1.0, 1), (0.6737631362963783, 1), (0.7466921541830653, 1), (0.5522153837017951, 1), (0.9636580211011283, 1), (0.5522153837017436, 1), (0.9999999999984283, 1), (0.9999999999985449, 1), (0.9636580211011408, 1), (0.5473253925964776, 1), (0.9737819592852999, 1), (0.9737819592853201, 1), (0.9999999999983632, 1), (0.9999999999985097, 1), (0.9999999999983794, 1), (0.9737819592852826, 1), (0.963658021100762, 1), (0.9737819592851774, 1), (0.9636580211011742, 1), (0.9636580211010785, 1), (0.9636580211011173, 1), (0.9999999999984344, 1), (0.33458441093303437, 1), (0.5660790966835741, 1), (0.963658021101079, 1), (0.9999999999983638, 1), (0.3094587301226551, 1), (0.9636580211008711, 1), (0.3582814539186553, 1), (0.9737819592853209, 1), (0.5573014764510105, 1), (0.9636580211011171, 1), (0.9999999999989827, 1), (0.29941585342433474, 1), (0.9999999999984726, 1)]",Fatty Acid Metabolism,Fatty acid  CoA ligase  hexadecanoate ,,"['Rv2590', 'Rv1529', 'Rv1185c', 'Rv3826']",atp_c + coa_c + hdca_c <=> amp_c + pmtcoa_c + ppi_c
PRPPS,0.6421420464891285,0.4241953575696491,"[(0.5451409473118156, 1), (0.545140949875059, 1), (0.5451409500163638, 1), (0.5451409498997384, 1), (0.5451409472535573, 1), (0.5451409501217999, 1), (0.5451409505179514, 1), (0.5451409505087281, 1), (0.5451409499345123, 1), (0.5451409500378266, 1), (0.5451409506180012, 1), (0.545140950724226, 1), (0.5451409502858873, 1), (0.5451409498788875, 1), (0.5451409509695497, 1), (0.9999999999383928, 1), (0.5451409473084108, 1), (0.5451409499567226, 1), (0.5451409498294724, 1), (0.5451409499222364, 1), (0.5451409499736908, 1), (0.5451409500945599, 1), (0.5451409473445299, 1), (0.5451409498773145, 1), (0.5451409500180286, 1), (0.5451409498749511, 1), (0.545140949659245, 1), (0.0, 1), (0.545140949915524, 1), (0.5451409500455329, 1), (1.0, 1), (0.5451409499839275, 1), (0.5451409502475495, 1), (0.5451409472575834, 1), (0.5451409473488051, 1), (0.5451409499491287, 1), (0.5451409498494528, 1), (0.545140949864197, 1), (0.545140949844674, 1), (0.5451409498621098, 1), (0.5451409473541675, 1), (0.5451409506387215, 1), (0.5451409499488906, 1), (0.5451409499466293, 1), (0.5451409500204081, 1), (0.545140950315754, 1), (0.545140950011636, 1), (0.5451409500812834, 1), (0.5451409473326563, 1), (0.5451409498815525, 1), (0.5451409500134923, 1), (0.5451409498871413, 1), (0.5451409497775503, 1), (0.5451409505572644, 1), (0.5451409471503061, 1), (0.5451409498148205, 1), (0.5451409499161737, 1), (0.5451409498511723, 1), (0.5451409498274749, 1), (0.5451409498180309, 1), (0.5451409499201243, 1), (0.5451409499529136, 1), (0.5451409500196913, 1), (0.5451409501388849, 1), (0.5451409499991624, 1), (0.5451409498692499, 1), (0.5451409503484816, 1), (0.5451409508454499, 1), (0.5451409508116924, 1), (0.5451409499149209, 1), (0.5451409509091723, 1), (0.5451409499728874, 1), (0.5451409499857456, 1), (0.5451409500024083, 1), (0.5451409505932081, 1), (0.5451409499190647, 1), (0.5451409503118061, 1), (0.545140950171473, 1), (0.5451409500144018, 1), (0.9999999997641278, 1), (0.5451409500171343, 1), (0.5451409500416027, 1), (0.5451409500285744, 1), (0.5451409500336619, 1), (0.5451409506766072, 1), (0.5451409497723785, 1), (0.5451409498735269, 1), (0.5451409504804947, 1), (0.5451409500344901, 1), (0.5451409504771054, 1), (0.5451409501582543, 1), (0.5451409498930504, 1), (0.5451409499842752, 1), (0.5451409498716635, 1), (0.5451409473081346, 1), (0.5451409499852864, 1), (0.5451409507256422, 1), (0.5451409497940931, 1), (0.5451409498758117, 1), (0.5451409498396678, 1), (0.5451409498701714, 1), (0.5451409500912652, 1), (0.5451409503882063, 1), (0.545140949893272, 1), (0.5451409473098816, 1), (0.5451409502930904, 1), (0.545140949916096, 1), (0.5451409499822399, 1), (0.5451409503120201, 1), (0.5451409500155804, 1), (0.5451409506478622, 1), (0.5451409509202811, 1), (0.5451409499009587, 1), (0.5451409502861821, 1), (0.5451409473526572, 1), (0.5451409497746975, 1), (0.5451409498770929, 1), (0.5451409502523794, 1), (0.5451409498656856, 1), (0.5451409499346607, 1), (0.5451409500773385, 1), (0.5451409498741775, 1), (0.5451409498774922, 1), (0.5451409494272546, 1), (0.5451409498788409, 1), (0.5451409499967155, 1), (0.5451409509105978, 1), (0.5451409505094658, 1), (0.5451409474295272, 1), (0.545140949929463, 1), (0.5451409506048233, 1), (0.5451409499738835, 1), (0.5451409498249018, 1), (0.5451409507237863, 1), (0.5451409498462323, 1), (0.5451409499953859, 1), (0.545140950081187, 1), (0.5451409499154081, 1), (0.5451409498813109, 1), (0.5451409499401971, 1), (0.5451409497061719, 1), (0.545140947395351, 1), (0.8483803166123276, 1), (0.5451409498639168, 1), (0.5451409499923239, 1), (0.5451409499115938, 1), (0.5451409499452726, 1), (0.5451409500136153, 1), (0.5451409499725464, 1), (0.5451409513566761, 1), (0.5451409499153623, 1), (0.5451409498295972, 1), (0.5451409505168292, 1)]",Pentose Phosphate Pathway,phosphoribosylpyrophosphate synthetase,,['Rv1017c'],atp_c + r5p_c <=> amp_c + h_c + prpp_c
